ID,Username,Isi Thread,teks_bersih,label,prediksi_cv
253,oktafabri,"Fitur baru lagi di coretax, untuk preview Bukti Penerimaan Elektronik atau Bukti Lapor SPT. Kemajuan sedikit daripada yg sebelumnya yg harus banget dikirim via email.
Setelah klik preview - bisa langsung CTRL + P - Save as PDF biar sat set save BPEnya ✅",fitur baru coretax preview bukti terima elektronik bukti lapor spt maju sedikit belum kirim via email klik preview langsung ctrl save pdf sat set save bpenya,positif,netral
254,yusufshid,"Gue curiga. Coretax ini didesain buat memudahkan kerja petugas pajak.

Otomatisasinya banyak.
Kontrolnya rapih.
Audit trail-nya cakep.

Masalahnya, “mudah di mereka” sering artinya “pusing di kita”.
Selain wajib bayar pajak, kita juga wajib lapor SPT.

Memang ribet ges makanya harus belajar. Nih gue kasih referensi belajar ngisi SPT murah wk",curiga coretax desain mudah kerja tugas pajak otomatisasi kontrol rapih audit trail cakep masalah mudah sering arti pusing wajib bayar pajak wajib lapor spt ribet ges makanya ajar kasih referensi ajar ngisi spt murah,positif,positif
255,kopitax,"Yang lagi rame dibahas 🔥
Bupot Cashback & Affiliate

Menurut kopitax, begini cara melihatnya dari sisi pajak.
Bukan buat debat, tapi buat nambah sudut pandang ☕️

📌 Disclaimer:
Ini berdasarkan interpretasi aturan menurut kami,
Bisa aja beda dengan pendapat lain. 🫡

 #cashback #affiliate #coretax",rame bahas bupot cashback affiliate kopitax begini cara lihat sisi pajak bukan_debat nambah sudut pandang disclaimer dasar interpretasi atur beda dapat cashback affiliate coretax,positif,negatif
256,anasthaeka,"Tiba-tiba dapat email tagihan pajak. Apa nih? Perasaan gue patuh-patuh aja. Disuruh buka Coretax. Oke, tak buka. Gak gede nilainya, males ribut, ya udah langsung tak bayar lewat Ma**iri. Udah nih, beres. Pas mau lihat status pembayaran, bingung. Gak ada notif di Coretax, gak ada email masuk. Dih. Bilang makasih, kek, apa kek... Pajak gue lu pake buat MBG tiap hari jir... Giliran nagih heboh bener, pas langsung dibayar gak pake babibu, gak ada apresiasi...",tiba tiba email tagih pajak asa patuh patuh suruh buka coretax tak buka tidak_besar nilai males ribut langsung tak bayar lewat iri beres pas mau lihat status bayar bingung tidak_notif coretax tidak_email masuk dih bilang makasih kek kek pajak pake mbg tiap hari jir gilir nagih heboh benar pas langsung bayar tidak_pake babibu tidak_apresiasi,negatif,negatif
257,stellavanesa_,"Jgn kak..ngumpulin emas susah payah, selisih keuntungan kenaikan harga dianggap penghasilan dan disuru byr pajak... Mending kita jalan2 aja duitnya nggak usah diinvestasi.. haha 🫣
Beli emasnya pakai penghasilan yg sudah dikenakan pajak .. trus ada pph jual beli juga.. trus ada selisih harga dianggap keuntungan untuk dipungut pajaknya juga..OMG mantap👏",jangan_kak ngumpulin emas susah payah selisih untung naik harga anggap hasil disuru byr pajak mending jalan uang tidak_usah investasi haha beli emas pakai hasil kena pajak terus pph jual beli terus selisih harga anggap untung pungut pajak omg mantap,negatif,negatif
258,rafipradata,"Pengen tahu (dengan nada lembut)
POV Pegawai Pajak KPP

Dari program2 pemerintah yg banyak dikritisi, MBG, KDMP, dll. Sebagai garda terdepan marketing negara (yg rela dimaki2 Wajib Pajak) untuk mendapatkan pendapatan negara, ikut sebel gak? Atau yauda terserah karena gaji uda gedhe?

Kan biasanya marketing marah2 kalo orang produksi gak bener, jadi susah cari klien lagi.",ken tahu nada lembut pov pegawai pajak kpp program perintah kritisi mbg kdmp garda depan marketing negara rela maki wajib pajak dapat dapat negara ikut sebel tidak_yauda serah gaji uda gedhe biasa marketing marah produksi tidak_benar susah cari klien,netral,negatif
259,okto_handoko,"Dari pada buat bayar pajak, trus duitnya d pake foya2 pejabat, buat d korup pejabat MBG, buat jajan pejabat KDMP, mending gw ga usah bayar pajak…",bayar pajak terus uang pake foya jabat korup jabat mbg jajan jabat kdmp mending tidak_usah bayar pajak,negatif,negatif
260,yosaok_id,"Ironi hidup di negara yang sumber utama penghasilannya dari ""malak"" rakyat lewat pajak:
​Gaji turun? Langsung dipotong pajak (PPh).
​Sisa gaji buat belanja? Kena PPN 11%.
​Makan di resto? Kena Pajak
​Punya kendaraan? Bayar pajak, pake sisa gaji yang sdh bersih dr pajak.
​Punya rumah? Bayar PBB.",ironi hidup negara sumber utama hasil malak rakyat lewat pajak gaji turun langsung potong pajak pph sisa gaji belanja kena ppn makan resto kena pajak kendara bayar pajak pake sisa gaji bersih pajak rumah bayar pbb,negatif,negatif
261,aldiaan,"Tahun ini sebagai entrepreneur FULL dibikin ribet sama pemerintah perkara tetek bengek administasi perpajakan. Maret diribetin coretax, Juli urus surat pernyataan Shopee. Negara ribet meres uang rakyat segininya demi penerimaan pajak, tapi buat MBG & Kopdes duitnya dihambur-hamburkan.",tahun entrepreneur full bikin ribet sama perintah perkara tetek bengek administasi paja maret diribetin coretax juli urus surat nyata shopee negara ribet meres uang rakyat gin terima pajak mbg kopdes uang hambur hambur,negatif,negatif
262,yuliustr_,"Gimana ga makin betah tinggal di negara ini.
- Bayar pajak pakai uang sendiri dan wajib lapor sendiri 
- Gaji dipotong pajak tiap bulanya, pas mau pencairan JHT di potong pajak juga wedew
- Mau beli bahan bakar di pom wajib sertakan STNK yg sudah bayar pajak, kalau nunggak ga di layanin.
- MBG luar biasa program yang mensejaterakan siapa ?
- Merah Putih sudahlah.",tidak_makin betah tinggal negara bayar pajak pakai uang sendiri wajib lapor sendiri gaji potong pajak tiap bulanya pas mau cair jht potong pajak wedew mau beli bahan bakar pom wajib serta stnk bayar pajak nunggak tidak_layanin mbg luar biasa program mensejaterakan merah putih sudah,negatif,negatif
263,chronolover,"Kalomat yg adem saat menghadapi pemeriksaan adalah… “kami ingin menguji kepatuhan pajak” 
.
😤😤😤😤😤😤
Hampir gua nyolot…. Bangkeeee duit pajak dipake bancakan kita mau menguji pemakaian duitnya gimanaaa caranyaaa coeq???

Jangan ada yg nanya apa kontribusi gua ke negara…. Tahun lalu gua bayar pajak setara J5 2 biji… mungkin sebagian anggap itu kecil… tapi gua gak rela pajak segede itu dipake untuk MBG atau kopdes atau jalan2 bini mentri PU pake helikopter atau kegiatan bulshitt lainnya",kalomat adem hadap pemeriksaan uji patuh pajak hampir nyolot bangke uang pajak dipake bancak mau uji pakai uang cara coeq jangan_nanya kontribusi negara tahun lalu bayar pajak tara biji mungkin bagi anggap kecil tidak_rela pajak gede dipake mbg kopdes jalan bini tri pake helikopter giat bulshitt lain,negatif,negatif
264,zoevana,"crab mentality di indonesia beneran nyata sih. 
kemarin aku bagiin POV ku tentang aku PKP dari tahun 2022, udah bayar ppn 11% dari bruto semua transaksi toko onlineku. aku jujur, transparan, sesuai data di toko, biar terhindar dari SP2DK. 
tau apa yang terjadi? 
aku live jualan di spam katanya dukung korupsi.
upload video dibilang mendukung MBG.
diajak buat berhenti bayar pajak. 
Aku juga kesel korupsi, tp pajak kewajiban. mau tinggal di eropa jg bayar pajak. 
Mau usaha maju ya bayar pajak.",crab mentality indonesia beneran nyata kemarin bagiin pov pkp tahun bayar ppn bruto transaksi toko onlineku jujur transparan sesuai data toko hindar tau jadi live jual spam kata dukung korupsi upload video bilang dukung mbg ajak henti bayar pajak kesel korupsi pajak wajib mau tinggal eropa bayar pajak mau usaha maju bayar pajak,positif,negatif
